task_name,official_agent,official_model,official_effort,official_runtime_video,solver_success,validation_success,failure_message,instruction,validator_path,validator_archive,reference_path,official_result_dir,official_result_artifact_present,review_status,review_category,behavioral_countertest,evidence_path
task_0078,codex,gpt-6-astra,high,True,True,False,Water requires a ShaderMaterial override (via material_override or surface_material_override),"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (2.600, -0.500, -4.500); Sphere2 at (-4.300, 0.200, 3.400); Sphere3 at (4.500, 0.400, 0.900); Sphere4 at (-1.200, -0.100, -3.900); Sphere5 at (0.700, 0.300, 4.600), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0078\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0078.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0078,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0078_codex_20260907_073538,False,unreviewed,,,
task_0082,codex,gpt-6-astra,high,True,True,False,Run animations must include the directional frames,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), and add a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that animations are ordered in clockwise order starting from right, so idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc.; the same applies to run0 through run7. For Each spritesheet can be sliced into 8*N regions (do not set margins, trim empty space, or do anything like that). Use the crusader_idle spritesheet for the idle animation, but crusader_walk for the run animations. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive).",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0082\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0082.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0082,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0082_codex_20260907_073455,False,unreviewed,,,
task_0087,codex,gpt-6-astra,high,True,True,False,RectangleShape2D size must be 32x32 pixels,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D that is as large as the grid cell size, a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame for each movement row in the spritesheet. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0087\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0087.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0087,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0087_codex_20260907_073624,False,unreviewed,,,
task_0089,codex,gpt-6-astra,high,True,True,False,Label text incorrect,"Create res://scenes/audio_demo.tscn with a MarginContainer root named ""AudioDemo"" that fills the screen, uses 20px margins on all sides, and attaches res://scripts/audio_demo.gd exporting sound_dir defaulting to res://assets. Add a CenterContainer with a GridContainer child set to two columns with 10px horizontal and vertical separation for dynamically added Buttons. Add a CanvasLayer with an HBoxContainer top bar containing a Label node named Label using the Poppins-Medium font at size 24. The Label text should be constantly updated to display ""Available Streams: {num_available_streams} | Queue: {num_queud_streams}"", using this string template. Implement audio_demo.gd so _ready() scans sound_dir for .wav/.ogg files, adds a Button for each with its text set to the filename, Poppins font override, and pressed connected to on_audio_button_pressed, which calls AudioManager.play() on the file path. Ensure _process() updates the count labels to reflect AudioManager.available.size() and AudioManager.queue.size().",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0089\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0089.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0089,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0089_codex_20260907_073611,False,unreviewed,,,
task_0093,codex,gpt-6-astra,high,True,True,False,ContinueButton size_flags_horizontal must be Expand Fill,"Create a battle over UI panel scene and its script. Add res://scenes/ui/battle_over_panel.tscn with a root Panel named BattleOverPanel, set process mode to Always, and stretch it to full rect. Override the panel style with a StyleBoxFlat using rgba(0, 0, 0, 0.34902). Add a centered VBoxContainer with offsets -20/-20/20/20. Inside it, add a Label named Label with text ""Victorious!"", centered horizontal and vertical alignment, and LabelSettings font_size 24. Add two Buttons named ContinueButton and RestartButton, each with custom_minimum_size (50, 16), size_flags_horizontal set to expand fill, and texts ""Awesome!"" and ""Restart"" respectively. Create res://scenes/ui/battle_over_panel.gd that class_names BattleOverPanel, defines enum Type {WIN, LOSE}, binds the Label and both Buttons with % paths, connects ContinueButton to get_tree().quit and RestartButton to get_tree().reload_current_scene in _ready, and connects Events.battle_over_screen_requested to show_screen. Implement show_screen(text, type) to update the label text, toggle ContinueButton for WIN and RestartButton for LOSE, show the panel, and pause the scene tree.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0093\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0093.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0093,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0093_codex_20260907_073632,False,unreviewed,,,
task_0095,codex,gpt-6-astra,high,True,True,False,"Shader code missing required parts: uniform sampler2D screen_texture: hint_screen_texture, filter_linear_mipmap, step(abs(warped_uv.x), 1.0), step(abs(warped_uv.y), 1.0), sin(2.0 * warped_uv.y * 180.0), pow(abs(centered_uv), vec2(4.0)) / 3.0, textureLod(screen_texture, (warped_uv + 1.0) / 2.0, 0.2), COLOR = vec4(screen_color, 1.0)","Implement the CRT screen shader in screen_effect/screen_effect.gdshader. Use a canvas_item shader with render_mode unshaded and skip_vertex_transform. Add constants for curvature (7.0) and vignette_multiplier (2.0), and declare a sampler2D uniform named screen_texture with the screen texture hint and linear mipmap filtering. In fragment(), compute centered UVs from SCREEN_UV, warp the UVs for curvature, apply a cutoff mask outside the screen, add scanlines, add a vignette, and sample the screen texture with a small LOD bias to blur. Output the final color with alpha 1.0.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0095\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0095.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0095,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0095_codex_20260907_073620,False,unreviewed,,,
task_0107,codex,gpt-6-astra,high,True,True,False,Surface material is not a ShaderMaterial,"Implement the view model clip shader swap on the weapon view model node. Add logic that finds MeshInstance3D nodes under the view model, replaces each surface material with a ShaderMaterial that uses res://shaders/weapon_clip_and_fov_shader.gdshader, copies the base material albedo/metallic/roughness parameters into the shader, and sets the viewmodel_fov shader parameter to 54.0 when applying the shader.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0107\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0107.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0107,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0107_codex_20260907_073921,False,unreviewed,,,
task_0108,codex,gpt-6-astra,high,True,True,False,Tank must enable and disable particles while moving,"In `scenes/world.tscn`, add a TileSet custom data layer named `tile_type` with type int, and assign GradientTexture1D exports named `water_color`, `dirt_color`, and `grass_color` on the World node. In `scripts/world.gd`, add `enum TILE_TYPES { NONE, WATER, DIRT, GRASS }`, export the three GradientTexture1D variables (`water_color`, `dirt_color`, `grass_color`), create a dictionary mapping TILE_TYPES to those gradients, and add a static `get_gradient_at(position)` that reads `get_custom_data_at(position, ""tile_type"")` and returns the matching gradient. In `scenes/tank.tscn`, add `LeftTrackParticles` and `RightTrackParticles` GPUParticles2D nodes with a ParticleProcessMaterial using box emission (emission_shape box) and `emission_box_extents.x = -16`, direction.y = -16 for left and +16 for right, spread 25, gravity = Vector3.ZERO, initial_velocity_max 4, damping_max 3, scale_min 0.25, amount 128, z_index -1, and `emitting = false`. In `scripts/tank.gd`, track the current particle gradient using `World.get_gradient_at(position)`, assign it to each emitter’s `process_material.color_ramp`, set both emitters to `emitting = true` while moving, and `emitting = false` when not moving.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0108\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0108.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0108,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0108_codex_20260907_073920,False,unreviewed,,,
task_0121,codex,gpt-6-astra,high,True,True,False,Panel background color must be RPG blue (#1743 8C),"Build the portrait-ready dialogue balloon in `scenes/portrait_balloon.tscn`. Wrap the dialogue content in an `HBoxContainer` with a named TextureRect portrait slot (150×150 min size) alongside the VBox text column, set the separation to 30 px, and flag the portrait node as unique for scripts. Name the HBox node as `HBoxContainer`, and the portrait node `PortraitTexture`. Update the node order to ensure that the portrait appears to the right of the dialog text. Update the balloon theme so every MarginContainer side uses 30 px padding, the default font size is 26, the panel background switches to the ""RPG blue"" (#17438C) color, and the response buttons use matching blue normal/focus StyleBoxFlat resources (slightly darker blue for normal, and lighter blue for focus).",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0121\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0121.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0121,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0121_codex_20260907_074043,False,unreviewed,,,
task_0132,codex,gpt-6-astra,high,True,True,False,"grid_scale must be derived from grid size, viewport, and zoom","Implement the minimap logic: export a Player reference and a zoom property with a clamped setter, cache the grid and marker prototypes, center the player marker after the first frame, compute grid_scale from the grid size and viewport, duplicate and show markers for every node in the minimap_objects group using their minimap_icon keys, store them in a 'markers' dictionary, rotate (player rotation + PI/2) and position markers each frame relative to the player (scaling to 0.75 and clamping when off the grid), implement _on_object_removed which removes and erases markers when called, and implement _on_gui_input which handles mouse wheel gui_input to adjust zoom. Ensure the world scene connects minimap_objects ""removed"" signals to the minimap while mobs/crates have the ""removed"" signals, expose each one's ""minimap_icon"", and ensure mobs/crates belong to the minimap_objects group.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0132\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0132.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0132,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0132_codex_20260907_074305,False,unreviewed,,,
task_0150,codex,gpt-6-astra,high,True,True,False,ContinueButton size_flags_horizontal must be Expand Fill,"Create a battle over UI panel scene and its script. Add res://scenes/ui/battle_over_panel.tscn with a root Panel named BattleOverPanel, set process mode to Always, and stretch it to full rect. Override the panel style with a StyleBoxFlat using rgba(0, 0, 0, 0.34902). Add a centered VBoxContainer with offsets -20/-20/20/20. Inside it, add a Label named Label with text ""Victorious!"", centered horizontal and vertical alignment, and LabelSettings font_size 24. Add two Buttons named ContinueButton and RestartButton, each with custom_minimum_size (50, 16), size_flags_horizontal set to expand fill, and texts ""Awesome!"" and ""Restart"" respectively. Create res://scenes/ui/battle_over_panel.gd that class_names BattleOverPanel, defines enum Type {WIN, LOSE}, binds the Label and both Buttons with % paths, connects ContinueButton to get_tree().quit and RestartButton to get_tree().reload_current_scene in _ready, and connects Events.battle_over_screen_requested to show_screen. Implement show_screen(text, type) to update the label text, toggle ContinueButton for WIN and RestartButton for LOSE, show the panel, and pause the scene tree.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0150\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0150.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0150,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0150_codex_20260907_074447,False,unreviewed,,,
task_0159,codex,gpt-6-astra,high,True,True,False,ContinueButton size_flags_horizontal must be Expand,"Create a battle over UI panel scene and its script. Add res://scenes/ui/battle_over_panel.tscn with a root Panel named BattleOverPanel, set process mode to Always, and stretch it to full rect. Override the panel style with a StyleBoxFlat using rgba(0, 0, 0, 0.47). Add a centered VBoxContainer with offsets -36/-36/36/36. Inside it, add a Label named Label with text ""Encounter Won"", centered horizontal and vertical alignment, and LabelSettings font_size 31. Add two Buttons named ContinueButton and RestartButton, each with custom_minimum_size (80, 28), size_flags_horizontal set to Expand, and texts ""Next Round"" and ""Reset Fight"" respectively. Create res://scenes/ui/battle_over_panel.gd that class_names BattleOverPanel, defines enum Type {WIN, LOSE}, binds the Label and both Buttons with % paths, connects ContinueButton to get_tree().quit and RestartButton to get_tree().reload_current_scene in _ready, and connects Events.battle_over_screen_requested to show_screen. Implement show_screen(text, type) to update the label text, toggle ContinueButton for WIN and RestartButton for LOSE, show the panel, and pause the scene tree.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0159\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0159.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0159,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0159_codex_20260907_074511,False,unreviewed,,,
task_0164,codex,gpt-6-astra,high,True,True,False,Takeoff must transition into the jump animation,"Add the player's jump action to the existing fighter controls. Update `res://scenes/characters/character.gd` so the player can enter a jump sequence from normal grounded movement, rise off the ground, fall back down, and return to the regular grounded state after landing. Use the existing `on_takeoff_complete` and `on_land_complete` callbacks from the starter character script as the completion callbacks for the jump sequence. Update `res://scenes/characters/player.tscn` to add `takeoff`, `jump`, and `land` animations that use the appropriate frames from the 7th row of `res://assets/art/characters/player.png`: `land` should use the 1st valid frame in that row, `takeoff` should use the 2nd, and `jump` should use the 3rd. The task should infer the frame indices from the spritesheet layout. The `takeoff` animation must call `on_takeoff_complete`, and the `land` animation must call `on_land_complete`. The `land` animation must also include a `DamageEmitter.monitoring` property track that disables monitoring while that animation plays. The jump must visibly lift `CharacterSprite` upward during the airborne phase and bring it back to its grounded position when the jump finishes.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0164\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0164.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0164,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0164_codex_20260907_074714,False,unreviewed,,,
task_0166,codex,gpt-6-astra,high,True,True,False,kick animation must enable DamageEmitter monitoring during the kick and disable it when the kick ends,"Add a standing kick attack to the existing player controller. Use the current `res://scenes/characters/player.gd` and `res://scenes/characters/character.gd` setup so that pressing `attack` while the player is walking triggers a dedicated `kick` state instead of the normal grounded `punch`, and starting the kick should stop the player's horizontal movement. Pressing `attack` while idle should still use the existing `punch` attack. Update `res://scenes/characters/character.gd` and `res://scenes/characters/player.gd` as needed so the new grounded kick behavior is represented by a `kick` state and animation mapping. Then update `res://scenes/characters/player.tscn` to add a `kick` animation that uses all valid frames from the 5th row of `res://assets/art/characters/player.png`, inferred from the spritesheet layout. The `kick` animation must include a `DamageEmitter.monitoring` property track that turns monitoring on during the attack and back off when it finishes, and it must use the existing `on_action_complete` callback so the player returns to the normal grounded state after the kick.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0166\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0166.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0166,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0166_codex_20260907_074754,False,unreviewed,,,
task_0183,codex,gpt-6-astra,high,True,True,False,"Ground tile (0, 0) must use the expected rectangular navigation polygon","Update `res://assets/tile_set.tres` to add a navigation layer to the tileset and assign navigation polygons to all ground tiles in the atlas, except the slippery ice tile. Do not add navigation polygons to decor tiles. Each walkable ground tile should use the same rectangular navigation polygon with corners at `(-14, -9)`, `(-14, 9)`, `(14, 9)`, and `(14, -9)`. Do not change the existing tile shape, tile size, probabilities, or tile map structure.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0183\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0183.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0183,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0183_codex_20260907_074925,False,unreviewed,,,
task_0184,codex,gpt-6-astra,high,True,True,False,BasicEnemy hurt animation must use the expected sprite frame sequence,"Expand the brawler combat setup with the first enemy encounter. Update `res://scenes/characters/character.gd` and `res://scenes/characters/character.tscn` so characters can receive damage through a `DamageReceiver`, play a `hurt` reaction with directional knockback when hit, and be removed after taking enough damage. Update `res://scenes/characters/player.tscn` so the player scene keeps its existing movement and attack behavior while also exposing a configured `DamageReceiver` hitbox and a `hurt` animation. Add `res://scenes/characters/basic_enemy.gd` and `res://scenes/characters/basic_enemy.tscn` for a reusable enemy that chases an assigned player reference, uses `res://assets/art/characters/enemy_boss.png` for its sprite, and defines idle, walk, and hurt animations from the appropriate rows of that spritesheet. Use all valid frames from each of those rows in the original order. The enemy must also participate in the same damage system for attacking and being hit. Finally, update `res://world.tscn` so `ActorsContainer` contains exactly two basic enemy instances, with each one wired to the existing player instance through its exported `player` reference.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0184\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0184.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0184,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0184_codex_20260907_075208,False,unreviewed,,,
task_0185,codex,gpt-6-astra,high,True,True,False,"Path tile (3, 3) must use terrain 0","Update `res://assets/tile_set.tres` to add a terrain set for the half-offset square tileset. Create a terrain set in Match Corners mode with a single terrain named `Path`; the terrain set uses the dirt path tiles against grass default. Configure all terrain peer bits correctly so all the 15 path tiles autotile properly (include grass as default and ignore the bordered path tile in the tileset, which should be unused in this autotile). Do not change the existing tile shape or other metadata.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0185\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0185.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0185,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0185_codex_20260907_075303,False,unreviewed,,,
task_0190,codex,gpt-6-astra,high,True,True,False,"Solid tile (17, 4) must use the standard full-tile collision polygon",Update `res://assets/tile_set.tres` so the remaining solid tiles that currently lack collision shapes are given collisions. Add collision boxes to the water pipe tiles and the solid leaf block tiles that are still missing them. Use the same single full-tile rectangular collision polygon already used by the other solid tiles. All other tiles should remain without collision.,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0190\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0190.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0190,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0190_codex_20260907_074943,False,unreviewed,,,
task_0204,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0204\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0204.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0204,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0204_codex_20260907_075151,False,unreviewed,,,
task_0205,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0205\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0205.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0205,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0205_codex_20260907_075142,False,unreviewed,,,
task_0206,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0206\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0206.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0206,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0206_codex_20260907_075218,False,unreviewed,,,
task_0207,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0207\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0207.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0207,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0207_codex_20260907_075150,False,unreviewed,,,
task_0208,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0208\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0208.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0208,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0208_codex_20260907_075202,False,unreviewed,,,
task_0209,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0209\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0209.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0209,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0209_codex_20260907_075225,False,unreviewed,,,
task_0210,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0210\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0210.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0210,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0210_codex_20260907_075249,False,unreviewed,,,
task_0211,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Rotate the Sprite2D back to 0 and scale it back to Vector2(0.07473366, 0.08652595). Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0211\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0211.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0211,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0211_codex_20260907_075252,False,unreviewed,,,
task_0212,codex,gpt-6-astra,high,True,True,False,SpawnTop must line up with the bottom tip of the branch closest to the water,"Rotate the Sprite2D back to 0 and scale it back to Vector2(0.07473366, 0.08652595). Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place one marker on the bottom tip of the branch closest to the water surface, and place the other marker at the rightmost bottom tip of the trunk of the tree; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0212\scripts\test.gd,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks\task_0212.zip,D:\ShaderAgent\re\gamedevbench-main\gamedevbench-main\tasks_gt\task_0212,tasks/test_result/gpt6_astra_codex_runtime_video_high_full_333/task_0212_codex_20260907_075311,False,unreviewed,,,
