task_name,name,instruction,explicit_shader_terms,shader_file_count,shader_files,candidate,category
task_0074,Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (4.200, 0.300, -3.800); Sphere2 at (-3.600, -0.500, 2.900); Sphere3 at (1.100, 0.400, 4.400); Sphere4 at (-4.500, -0.200, -1.800); Sphere5 at (0.000, 0.100, -4.600), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0.",shadermaterial,0,,True,shader_scene_context
task_0075,Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (3.800, -0.400, 3.200); Sphere2 at (-2.900, 0.200, -4.100); Sphere3 at (4.600, 0.000, -0.600); Sphere4 at (-4.200, -0.600, 1.700); Sphere5 at (0.800, 0.500, -3.100), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0.",shadermaterial,0,,True,shader_scene_context
task_0076,Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (-1.800, 0.200, 4.700); Sphere2 at (4.400, -0.300, 1.100); Sphere3 at (-4.700, 0.100, -0.400); Sphere4 at (2.200, -0.500, -4.300); Sphere5 at (0.300, 0.400, 2.900), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0.",shadermaterial,0,,True,shader_scene_context
task_0077,Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (-3.900, 0.300, -3.600); Sphere2 at (3.200, -0.200, 4.100); Sphere3 at (-0.800, 0.500, -4.400); Sphere4 at (4.700, -0.400, -1.200); Sphere5 at (-4.600, 0.000, 2.000), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0.",shadermaterial,0,,True,shader_scene_context
task_0078,Depth Ripple Geometry Setup,"Populate res://scenes/main.tscn so Main contains a water depth visualization scene: add a WorldEnvironment with a procedural sky and glow enabled, a DirectionalLight3D with shadows enabled, a MeshInstance3D named Water that uses a 10x10 PlaneMesh subdivided 20x20 with a ShaderMaterial pointing at res://scenes/WaterShader.tres, a Background Node3D holding exactly 5 sphere MeshInstance3Ds at these positions (all within the 10x10 water plane): Sphere at (2.600, -0.500, -4.500); Sphere2 at (-4.300, 0.200, 3.400); Sphere3 at (4.500, 0.400, 0.900); Sphere4 at (-1.200, -0.100, -3.900); Sphere5 at (0.700, 0.300, 4.600), all with green StandardMaterial3D overrides, and add a Camera3D so all spheres are visible Set the Camera3D FOV to 30 and set the camera Y position to 1.0.",shadermaterial,0,,True,shader_scene_context
task_0079,Assemble Crusader AnimatedSprite with Correct Directions,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), each one fully using the 16 or 17-frame animation loop in the corresponding sprite set, and adding a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc. The sprite set numbering and our animation numberings are different, so make sure you have them matched up. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive).",,0,,False,not_shader
task_0080,Assemble Crusader AnimatedSprite with Walk for Running,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), using sprites for the Crusader sprite set. For the idle animation, use the idle set in full; for the run animation, use the walk set in full instead. Then, add a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc. The sprite set numbering and our animation numberings are different, so make sure you have them matched up. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive).",,0,,False,not_shader
task_0081,Assemble Crusader Sprite Sheet Animation,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), each one fully using the 16 or 17-frame animation loop in the corresponding spritesheet, and adding a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that animations are ordered in clockwise order starting from right, so idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc.; the same applies to run0 through run7. Each spritesheet can be sliced into 8*N regions (do not set margins, trim empty space, or do anything like that). Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive).",,0,,False,not_shader
task_0082,Assemble Crusader Sprite Sheet Animation,"In scenes/Player.tscn finish the Player CharacterBody2D by switching motion_mode to Floating, adding an AnimatedSprite2D that uses the Isometric Mini-Crusader sprite set with animations idle0 through idle7 and run0 through run7 (default to idle0, with animation speed scale 2.0), and add a CollisionShape2D rectangle positioned at (7, 44) with a 66x24 size so the collider hugs the feet. Note that animations are ordered in clockwise order starting from right, so idle0 should face right, idle1 faces bottom-right, idle2 faces bottom, etc.; the same applies to run0 through run7. For Each spritesheet can be sliced into 8*N regions (do not set margins, trim empty space, or do anything like that). Use the crusader_idle spritesheet for the idle animation, but crusader_walk for the run animations. Name the nodes the same as each node's class names (AnimatedSprite2D and CollisionShape2D, case sensitive).",,0,,False,not_shader
task_0083,Assemble Crusader Collider placement,"In scenes/Player.tscn finish the Player CharacterBody2D by adding a CollisionShape2D rectangle positioned at the feet of the character. The rectangle should be positioned and resized just enough large vertically to cover the two feet of the character at frame 0 of animation idle0, while being roughly as wide horizontally as the character's head. Name the nods the same as each node's class name (CollisionShape2D, case sensitive).",,0,,False,not_shader
task_0084,Assemble Crusader Spritesheet Death Animation Setup,"In scenes/Player.tscn finish the Player CharacterBody2D by adding death animations (death0–death7) to the AnimatedSprite2D using the corresponding spritesheet from assets/isometric_Mini-Crusader. The direction of sprites for each index in death0–7 should match that of idle0–7 and run0–7, and each death animation should use all frames in the spritesheet in a way similar to idle0–7 and run0–7. You should set looping of the death animations to disabled, and set the FPS of each death animation to 10.",,0,,False,not_shader
task_0085,ProtoController Freefly Input Map Controller,"Instance the ProtoController scene (res://addons/proto_controller/proto_controller.tscn) in Main as Player, leave it above the floor, enable Sprint and Freefly on the inspector, and point all of its input_* fields to custom actions named move_left/right/up/down, jump, sprint, and freefly. Then open Project Settings → Input Map and create those actions bound to controller inputs. For movement, use left joystick inputs; for jump, sprint, and freefly, bind them to joypad bottom (Sony Cross / Nintendo B), right (Sony Circle, Nintendo A), and up (Sony Triangle, Nintendo X) buttons respectively. Finish by making sure the ProtoController camera is Current so the scene runs through that player rig.",,0,,False,not_shader
task_0086,Build Grid Player Nodes Alt,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D sized Vector2(32, 32), a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame for each movement row in the spritesheet. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame.",,0,,False,not_shader
task_0087,Build Grid Player Nodes Alt II,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D that is as large as the grid cell size, a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame for each movement row in the spritesheet. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame.",,0,,False,not_shader
task_0088,Build Grid Player Nodes Strict Shuffled,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to several frames, a `CollisionShape2d` with a RectangleShape2D sized Vector2(32, 32), a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame by using the corresponding frames inside the provided spritesheet (6 frame each). Make sure the frames you use in the animation visually match the animation name. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame.",,0,,False,not_shader
task_0089,Audio Demo Grid UI Formatting,"Create res://scenes/audio_demo.tscn with a MarginContainer root named ""AudioDemo"" that fills the screen, uses 20px margins on all sides, and attaches res://scripts/audio_demo.gd exporting sound_dir defaulting to res://assets. Add a CenterContainer with a GridContainer child set to two columns with 10px horizontal and vertical separation for dynamically added Buttons. Add a CanvasLayer with an HBoxContainer top bar containing a Label node named Label using the Poppins-Medium font at size 24. The Label text should be constantly updated to display ""Available Streams: {num_available_streams} | Queue: {num_queud_streams}"", using this string template. Implement audio_demo.gd so _ready() scans sound_dir for .wav/.ogg files, adds a Button for each with its text set to the filename, Poppins font override, and pressed connected to on_audio_button_pressed, which calls AudioManager.play() on the file path. Ensure _process() updates the count labels to reflect AudioManager.available.size() and AudioManager.queue.size().",,0,,False,not_shader
task_0090,Build Grid Player Nodes with Correct Sprite Frames,"In scenes/Player.tscn finish the Player Area2D by adding the `Sprite2d` that uses res://assets/sokoban_character.png sliced to 6 hframes and 4 vframes, a `CollisionShape2d` with a RectangleShape2D sized Vector2(32, 32), a `RayCast2d` that has collide_with_areas enabled, and an AnimationPlayer containing four clips named up, down, left, and right that key Sprite2d.frame by using the corresponding frames inside the provided spritesheet (6 frame each). Make sure the frames you use in the animation visually match the animation name. Name the nodes as described above, with lowercase `d` in `2d`. Each clip should be properly animated with 6 frames, and the first and only animation track should be Sprite2d.frame.",,0,,False,not_shader
task_0091,Sync Upper and Lower Animations,"In scripts/player.gd, connect AnimationPlayerLower.current_animation_changed so AnimationPlayerUpper plays the same animation unless the upper player is currently playing ""attack"". Also connect AnimationPlayerUpper.animation_finished so when the ""attack"" animation finishes, the upper player switches to the lower player’s current animation and seeks to the lower animation’s current position.",,0,,False,not_shader
task_0092,Create Music Player Scene,"Create a reusable sound player script and a music player scene. Add res://global/sound_player.gd that extends Node with a play(audio: AudioStream, single := false) method that returns early when audio is null, stops all current players when single is true, and plays the first idle AudioStreamPlayer child. Add a stop() method that stops every AudioStreamPlayer child. Create res://global/music_player.tscn with a root Node named MusicPlayer, set its process mode to Always, attach the sound_player.gd script, add exactly four AudioStreamPlayer children, and set each child bus to Music.",,0,,False,not_shader
task_0093,Create Battle Over Panel,"Create a battle over UI panel scene and its script. Add res://scenes/ui/battle_over_panel.tscn with a root Panel named BattleOverPanel, set process mode to Always, and stretch it to full rect. Override the panel style with a StyleBoxFlat using rgba(0, 0, 0, 0.34902). Add a centered VBoxContainer with offsets -20/-20/20/20. Inside it, add a Label named Label with text ""Victorious!"", centered horizontal and vertical alignment, and LabelSettings font_size 24. Add two Buttons named ContinueButton and RestartButton, each with custom_minimum_size (50, 16), size_flags_horizontal set to expand fill, and texts ""Awesome!"" and ""Restart"" respectively. Create res://scenes/ui/battle_over_panel.gd that class_names BattleOverPanel, defines enum Type {WIN, LOSE}, binds the Label and both Buttons with % paths, connects ContinueButton to get_tree().quit and RestartButton to get_tree().reload_current_scene in _ready, and connects Events.battle_over_screen_requested to show_screen. Implement show_screen(text, type) to update the label text, toggle ContinueButton for WIN and RestartButton for LOSE, show the panel, and pause the scene tree.",,0,,False,not_shader
task_0094,LibSM64 ROM Dialog and Connections,"Create a new scene at scenes/rom_picker_dialog.tscn with a FileDialog named RomPickerDialog. Set its title to ""Pick Super Mario 64 ROM file"", size to 335x180, ok_button_text to ""Open"", file_mode to Open File, access to Filesystem, and filters to include *.n64 and *.z64. Add an AcceptDialog child named InvalidRomDialog with size 378x100, dialog_text ""Selected file is not a valid Super Mario 64 ROM. File will not be loaded"", and dialog_close_on_escape disabled. In the main scene, instance this RomPickerDialog (set it hidden and unique in owner), add a Node3D named LevelContainer (unique in owner), attach a script at scripts/main.gd to Main that defines pressed handlers for all five demo buttons, and connect each button's pressed signal to the matching handler on Main.",,0,,False,not_shader
task_0095,CRT Shader Effect Implementation,"Implement the CRT screen shader in screen_effect/screen_effect.gdshader. Use a canvas_item shader with render_mode unshaded and skip_vertex_transform. Add constants for curvature (7.0) and vignette_multiplier (2.0), and declare a sampler2D uniform named screen_texture with the screen texture hint and linear mipmap filtering. In fragment(), compute centered UVs from SCREEN_UV, warp the UVs for curvature, apply a cutoff mask outside the screen, add scanlines, add a vignette, and sample the screen texture with a small LOD bias to blur. Output the final color with alpha 1.0.",".gdshader,shader,uniform",1,tasks/task_0095/screen_effect/screen_effect.gdshader,True,shader_authoring
task_0096,Pixel Art Screen Quad Shader,"In scenes/main.tscn, add a MeshInstance2D named ScreenQuad that uses a QuadMesh sized 1280x720 and is positioned at (640, 360). Create a ShaderMaterial for it that uses a new shader at assets/shaders/pixel_art.gdshader. The shader must sample the screen texture with filter_nearest, downsample SCREEN_UV to a target_resolution of 320x180, quantize colors using a colors_per_channel value of 8, and output the quantized color. Set the material shader parameters to target_resolution = Vector2(320, 180) and colors_per_channel = 8.0.",".gdshader,shader,shadermaterial,shaders",0,,True,shader_authoring
task_0097,Distortion UV Preview Shader,"Create a TextureRect named DistortionPreview under Main and assign the shaderV_icon.png texture. Add a ShaderMaterial that uses a VisualShader with the DistortionUV custom node from addons/shaderV/uv/distortionUV.gd, matching the DistortionUV example constants (wave X 7, wave Y 5, distortion 0.1 on both axes).","shader,shadermaterial",0,,True,shader_authoring
task_0098,Ninja Lower Run/Stand Animations,"Create lower-body animations in AnimationPlayerLower so Anchor/SpriteLower plays a looping run (frames 0-5 at 0.1s per frame) and a stand animation using frame 6 (non-looping, also with step and length 0.1).",,0,,False,not_shader
task_0099,Fractal Control UI Panel,"In `scenes/UI.tscn`, configure the `UI` Panel to work as a control panel layout. Set `self_modulate` alpha to 200/255, use the left-wide anchor preset with horizontal width 320 extending from the left-side screen edge, and set `grow_vertical` to BOTH. Add a `VBoxContainer` named `Menu` sized (300, 811) and positioned (10, 0), then add two child blocks: `FullScreenBlock` (HBoxContainer) with a Label named `Full screen label` text `(F)ull Screen: ` and a CheckButton named `FullScreen` pressed by default, and `FractalBlock` (HBoxContainer) with a Label named `Label` with text `Select Fractal: ` plus Buttons named `Mandelbrot Button` and `Julia Button` with matching texts (""Mandelbrot"", etc.).",,0,,False,not_shader
task_0100,Codex HQX Smooth Borders Shader,"Update res://assets/shaders/map3d.gdshader to apply HQX-style border smoothing for the map texture. Add uniforms threshold (0.1), aa_scale (17.6), and base_line_thickness (0.38197), include the diagonal line blending function, and in fragment sample subview_image with texelFetch to compute the smoothed color before assigning ALBEDO. In res://scenes/main.tscn, set those three shader parameters on the MeshInstance3D ShaderMaterial while keeping subview_image assigned to res://assets/textures/ProvinceMap.bmp.",".gdshader,shader,shadermaterial,shaders,uniforms",1,tasks/task_0100/assets/shaders/map3d.gdshader,True,shader_authoring
task_0101,Enemy Navigation Node Setup,"Create a CharacterBody2D named Enemy under the main scene root. Add Sprite2D and CollisionShape2D children named Sprite2D and CollisionShape2D, assign the Sprite2D texture to res://assets/sprites/towerDefense_tile245.png, and set the CollisionShape2D shape to CircleShape2D with radius 12. Add a Node2D named Navigation under Enemy with NavigationAgent2D and Timer children; set NavigationAgent2D debug-enabled option to true and path postprocessing to edge-centered, and set the Timer wait_time to 0.1 with autostart enabled. On Enemy set collision_layer to 2, motion_mode to Floating, and wall_min_slide_angle to 0.",,0,,False,not_shader
task_0102,TileMap Physics Layer and Details Layer,"In Main.tscn, add a second TileMap layer named Details (keep layer 0 as Base). In the TileSet, enable physics layer 0 with collision layer 2 and add a full-tile collision polygon to the atlas tile at (0,0) so it covers the entire 18x18 tile.",,0,,False,not_shader
task_0103,NavigationAgent2D Enemy Chase,"Under Main, finish the navigation system for Enemy: add a Node2D child named Navigation that contains a NavigationAgent2D node named NavigationAgent2D (path_postprocessing set to Corridor and debug_enabled enabled) and a Timer named Timer (wait_time 0.1, autostart enabled), then connect the Timer timeout to Enemy._on_timer_timeout. Attach scripts/enemy.gd to Enemy, set its exported target to the node Target, and implement pathfinding logic that updates velocity using NavigationAgent2D.get_next_path_position() and does move_and_slide() in _physics_process, and updates NavigationAgent2D.target_position to the Target global position on timeout.",,0,,False,not_shader
task_0104,AnimatedSprite2D Sprite Sheet Slicing,"Under a CharacterBody2D, add an AnimatedSprite2D and create SpriteFrames using Add Frames from Sprite Sheet. Set vertical frames to 1 and horizontal frames to 24. Create a default animation by selecting frames 0-3 from the sheet, then add a run animation with six frames from the same sheet. Attach a movement script that plays ""run"" when moving, ""default"" when idle, and flips the sprite horizontally based on direction.",,0,,False,not_shader
task_0105,Create Music and SFX Audio Players,"Create `res://default_bus_layout.tres` with Music and SFX buses (set `bus/1/name` to `&""Music""` and `bus/2/name` to `&""SFX""`). Add `res://scenes/audio_player/audio_player.gd` with `play()` and `stop()` methods that operate on child `AudioStreamPlayer` nodes. Create `res://scenes/audio_player/music_player.tscn` with a root node named `MusicPlayer` that uses `audio_player.gd` and has exactly four `AudioStreamPlayer` children, each with the bus set to ""Music"". Create `res://scenes/audio_player/sfx_player.tscn` with a root node named `SFXPlayer` that uses `audio_player.gd` and has exactly sixteen `AudioStreamPlayer` children, each with the bus set to ""SFX"". Register autoloads in `project.godot` as `MusicPlayer=""*res://scenes/audio_player/music_player.tscn""` and `SFXPlayer=""*res://scenes/audio_player/sfx_player.tscn""`.",,0,,False,not_shader
task_0106,Depth Outline Compositor Shader,"Implement `res://scripts/outline_effect.gd` and `res://outline.glsl` for a depth-based outline compositor effect. The script must include `@tool`, `extends CompositorEffect`, and `class_name OutlineEffect`. It must use `RenderingServer.get_rendering_device()` and create the compute pipeline with `rd.compute_pipeline_create`, a parameter storage buffer with `storage_buffer_create`, and a depth sampler with `sampler_create`. In the render callback, it must call `get_render_scene_buffers`, `get_internal_size`, `get_color_layer(0)`, and `get_depth_layer(0)`, update the buffer with `buffer_update`, create the uniform set with `uniform_set_create`, and dispatch with `compute_list_dispatch`. The shader must be a compute shader (`#[compute]`) with `layout(local_size_x = 8` and declare the params buffer as `readonly buffer Params` that includes `mat4 inv_proj_mat`. It must bind the color image as `uniform image2D color_image` and the depth texture as `sampler2D depth_texture` (with `binding = 0` on the params buffer). The shader must use `gl_GlobalInvocationID`, call a `get_linear_depth` function, use a `sample_size` radius to compare neighboring depths, and write the outlined color back with `imageStore`.","shader,uniform",0,,True,shader_authoring
task_0107,Apply View Model Clip Shader,"Implement the view model clip shader swap on the weapon view model node. Add logic that finds MeshInstance3D nodes under the view model, replaces each surface material with a ShaderMaterial that uses res://shaders/weapon_clip_and_fov_shader.gdshader, copies the base material albedo/metallic/roughness parameters into the shader, and sets the viewmodel_fov shader parameter to 54.0 when applying the shader.",".gdshader,shader,shadermaterial,shaders",1,tasks/task_0107/shaders/weapon_clip_and_fov_shader.gdshader,True,shader_integration
task_0108,Track Particles Driven by Tile Type Gradient,"In `scenes/world.tscn`, add a TileSet custom data layer named `tile_type` with type int, and assign GradientTexture1D exports named `water_color`, `dirt_color`, and `grass_color` on the World node. In `scripts/world.gd`, add `enum TILE_TYPES { NONE, WATER, DIRT, GRASS }`, export the three GradientTexture1D variables (`water_color`, `dirt_color`, `grass_color`), create a dictionary mapping TILE_TYPES to those gradients, and add a static `get_gradient_at(position)` that reads `get_custom_data_at(position, ""tile_type"")` and returns the matching gradient. In `scenes/tank.tscn`, add `LeftTrackParticles` and `RightTrackParticles` GPUParticles2D nodes with a ParticleProcessMaterial using box emission (emission_shape box) and `emission_box_extents.x = -16`, direction.y = -16 for left and +16 for right, spread 25, gravity = Vector3.ZERO, initial_velocity_max 4, damping_max 3, scale_min 0.25, amount 128, z_index -1, and `emitting = false`. In `scripts/tank.gd`, track the current particle gradient using `World.get_gradient_at(position)`, assign it to each emitter’s `process_material.color_ramp`, set both emitters to `emitting = true` while moving, and `emitting = false` when not moving.",,0,,False,not_shader
task_0109,Player Hurt/Fall/Grounded Animations,"In the Player scene, add three AnimationPlayer animations named hurt, fall, and grounded. Set hurt to 0.3s with 0.1s steps, keyframe CharacterSprite and KnifeSprite to frames 70, 71, and 72, and add a method track on the Player (path ""."") that calls on_action_complete at 0.3s. Set fall to a looping 0.1s animation with CharacterSprite and KnifeSprite on frame 80. Set grounded to a looping 0.1s animation with CharacterSprite and KnifeSprite on frame 82.",,0,,False,not_shader
task_0110,Basic Triplanar Shader on a Sphere,"Create a Node3D scene with a MeshInstance3D sphere that uses a SphereMesh and a ShaderMaterial assigned to the SphereMesh material. Write a spatial shader at res://scripts/triplanar_basic.gdshader that projects a single texture along the X, Y, and Z axes using world-space vertex coordinates and normal-weighted blending. In fragment(), define `vec4 vertex = INV_VIEW_MATRIX * vec4(VERTEX, 1.0)` and `vec3 normal = normalize((INV_VIEW_MATRIX * vec4(NORMAL, 0.0)).xyz)`. Define `vec3 adjusted_normal = abs(normal)` and `vec3 weights = adjusted_normal / (adjusted_normal.x + adjusted_normal.y + adjusted_normal.z)`. Define `vec2 uv_x = vertex.zy`, `vec2 uv_y = vertex.xz`, and `vec2 uv_z = vertex.xy`. Sample a single `uniform sampler2D texture_x` with `uv_x`, `uv_y`, and `uv_z`, multiply each sample by the corresponding weight, and set `ALBEDO = color_x + color_y + color_z`. Assign any texture to the shader parameter `texture_x`.",".gdshader,shader,shadermaterial,uniform",1,tasks/task_0110/scripts/triplanar_basic.gdshader,True,shader_authoring
task_0111,Axis Textures and Top-Only Grass Triplanar Shader,"Create a Node3D root named Main with a MeshInstance3D child named Sphere. Assign a SphereMesh to Sphere.mesh and assign a ShaderMaterial to that SphereMesh. The ShaderMaterial must use a shader at res://scripts/triplanar_axis_blend.gdshader. In that shader, declare uniforms `uniform sampler2D texture_x`, `uniform sampler2D texture_y`, and `uniform sampler2D texture_z`. Implement triplanar blending with normal-based weights and exact lines: `vec3 adjusted_normal = pow(abs(normal), vec3(8.0))`, `float use_y_up = float(normal.y > 0.0)`, `vec3 color_y_up = texture(texture_y, uv_y).rgb * weights.y`, `vec3 color_y_down = texture(texture_x, uv_y).rgb * weights.y`, `mix(color_y_down, color_y_up, use_y_up)`, and `ALBEDO = (color_x + mix(color_y_down, color_y_up, use_y_up) + color_z) / 3.0`. Assign res://assets/sprites/Rock022_2K-PNG_Color.png to shader parameter texture_x and texture_z, and res://assets/sprites/Grass002_2K-PNG_Color.png to shader parameter texture_y.",".gdshader,shader,shadermaterial,uniform,uniforms",1,tasks/task_0111/scripts/triplanar_axis_blend.gdshader,True,shader_authoring
task_0112,Arena Visuals TileMapLayers,"Create a TileSet resource at scenes/arena/tileset.tres using assets/sprites/tiles.png as a TileSetAtlasSource with a 32x32 tile size. In scenes/main.tscn, add three TileMapLayer nodes named Background, Props, and Walls under a Node2D named Visuals, and assign the TileSet to each layer. Paint the Background as a fully filled rectangle of tiles that covers the arena. Paint Props with at least one tile scattered inside the Background rectangle (not fully filled). Paint Walls only along the border of the Background rectangle so there is at least one wall tile on each side (top, bottom, left, right).",,0,,False,not_shader
task_0113,Game Area and Bench TileMapLayers,"Create a TileSet resource at scenes/arena/tileset.tres using assets/sprites/tiles.png as an atlas source with a 32x32 tile size. In scenes/main.tscn, add a TileMapLayer named GameArea at position (160, 32) and paint a checkerboard-style playfield using at least two different tiles from the TileSet. Under GameArea add TileMapLayer children named Decor and Highlight, paint Decor with at least one tile from the TileSet, and leave Highlight empty. Add a TileMapLayer named Bench at position (160, 320), paint Bench with at least one tile from the TileSet, and add a child TileMapLayer named Highlight positioned at (160, 32) that remains empty.",,0,,False,not_shader
task_0114,Dust Particles Ambience,"In scenes/main.tscn, add a GPUParticles2D node named DustParticles under a Node2D named Visuals. Set its position to (320, 180), z_index to 99, amount to 20, lifetime to 6, and assign assets/sprites/star_particle.png as the texture. Create a ParticleProcessMaterial with box emission (set emission shape to box and set the emission box extents X to 320), spread 180, initial velocity 20–30, angular velocity 20–40, set gravity Y to 0, scale min 0.1 max 0.2, and assign it to the particles. Add a CurveTexture as the scale_curve. Set the particle color alpha to a semi-transparent value between 0 and 1.",,0,,False,not_shader
task_0115,Trap Spawning Points Visual Alignment,"Add a Node2D named SpawningPoints under the Trap node. Inside SpawningPoints, create two Marker2D children named SpawnTop and SpawnBot. Place SpawnTop at the tip of the upper spike, and SpawnBot at the position of the tip of the lower spike; ensure each Marker2D's position is visually aligned with the sprite texture. Set SpawnBot's z_index to 1.",,0,,False,not_shader
task_0116,Rain Splash Subemitters,"Finish res://scenes/main.tscn so Rain's GPUParticles2D fills the 1800px-wide sky, emits ~800 drops for 5s with a 10s preprocess, 600-850 initial velocity along (0.1, 1, 0), scale 0.2-1.0, hide-on-contact collisions (base size ≈5), and a visibility rect that covers the whole screen (suppose the screen is 1800x900, starting at around (-900, -200)). Wire its sub_emitter to Splash and set the ParticleProcessMaterial to a box emission 900px wide with four Splash particles per collision. Configure Splash with its own ParticleProcessMaterial (align_y=true, 6400 amount, explosiveness 1, 50-60 velocity, gravity 98, scale 0.1-0.2) so Rain collisions burst extra droplets. Add assets/raindrop.png as texture to both Rain and Splash, while setting the modulate of both particles to a semi-transparent, unmistakably blue tint. Keep GroundOccluder and GroundCollider covering the floor so collisions work.",,0,,False,not_shader
task_0117,Rain Splash Subemitters Red,"Finish res://scenes/main.tscn to create a blood rain particle effect. Make it so Rain's GPUParticles2D fills the 1800px-wide sky, emits ~800 drops for 5s with a 10s preprocess, 600-850 initial velocity along (0.1, 1, 0), scale 0.2-1.0, hide-on-contact collisions (base size ≈5), and a visibility rect that covers the whole screen (suppose the screen is 1800x900, starting at around (-900, -200)). Wire its sub_emitter to Splash and set the ParticleProcessMaterial to a box emission 900px wide with four Splash particles per collision. Configure Splash with its own ParticleProcessMaterial (align_y=true, 6400 amount, explosiveness 1, 50-60 velocity, gravity 98, scale 0.1-0.2) so Rain collisions burst extra droplets. Add assets/raindrop.png as texture to both Rain and Splash, and set the modulate of both particles to a semi-transparent, blood-like color. Keep GroundOccluder and GroundCollider covering the floor so collisions work.",,0,,False,not_shader
